日期Date	指数代码Index Code	指数中文全称Index Chinese Name(Full)	指数中文简称Index Chinese Name	指数英文全称Index English Name(Full)	指数英文简称Index Chinese Name	开盘Open	最高High	最低Low	收盘Close	涨跌Change	涨跌幅(%)Change(%)	成交量（万手）Volume(M Shares)	成交金额（亿元）Turnover	样本数量ConsNumber
20230814	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1227.43	1279.13	1224.76	1278.86	37.03	2.98	2161.17	276.35	50
20230815	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1279.87	1279.87	1236.78	1248.14	-30.72	-2.40	1807.13	235.91	50
20230816	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1245.79	1247.60	1216.01	1223.60	-24.54	-1.97	1758.24	221.65	50
20230817	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1218.64	1239.99	1209.93	1237.61	14.01	1.14	1635.48	229.61	50
20230818	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1233.37	1241.02	1196.38	1196.38	-41.23	-3.33	1932.68	244.90	50
20230821	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1193.38	1219.39	1189.34	1190.45	-5.93	-0.50	1499.89	185.95	50
20230822	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1200.64	1227.90	1188.20	1227.66	37.21	3.13	2238.95	277.57	50
20230823	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1225.11	1230.23	1210.39	1210.60	-17.06	-1.39	2302.75	311.51	50
20230824	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1216.87	1259.74	1215.83	1233.78	23.18	1.92	2834.27	383.83	50
20230825	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1219.88	1226.83	1186.77	1193.02	-40.76	-3.30	2420.89	299.72	50
20230828	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1259.09	1259.18	1213.13	1216.64	23.62	1.98	2853.95	348.96	50
20230829	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1211.98	1265.59	1211.45	1259.93	43.29	3.56	3133.89	386.11	50
20230830	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1263.03	1294.54	1259.83	1288.34	28.41	2.25	3511.74	421.38	50
20230831	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1279.37	1284.88	1262.86	1268.31	-20.02	-1.55	3047.61	345.29	50
20230901	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1264.35	1269.36	1246.01	1252.61	-15.70	-1.24	2093.90	271.88	50
20230904	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1254.73	1256.02	1240.25	1255.95	3.34	0.27	1961.31	248.43	50
20230905	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1250.93	1256.03	1227.78	1229.87	-26.08	-2.08	1954.82	232.75	50
20230906	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1222.50	1222.50	1202.27	1210.47	-19.39	-1.58	1809.13	209.87	50
20230907	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1213.50	1221.36	1193.28	1193.28	-17.20	-1.42	1804.22	210.25	50
20230908	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1184.13	1189.45	1157.87	1165.80	-27.48	-2.30	1780.87	208.75	50
20230911	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1170.95	1201.89	1170.52	1190.24	24.43	2.10	1882.95	214.38	50
20230912	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1186.01	1186.78	1173.81	1174.39	-15.84	-1.33	1390.28	154.86	50
20230913	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1171.58	1173.04	1151.07	1159.63	-14.76	-1.26	1573.74	173.31	50
20230914	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1156.91	1157.77	1143.54	1150.65	-8.99	-0.78	1223.65	144.67	50
20230915	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1152.46	1160.99	1139.97	1144.81	-5.84	-0.51	1288.13	145.42	50
20230918	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1140.12	1155.56	1135.03	1150.90	6.09	0.53	1319.73	157.44	50
20230919	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1149.43	1149.57	1126.92	1132.00	-18.90	-1.64	1257.58	139.75	50
20230920	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1130.60	1139.95	1123.25	1123.84	-8.16	-0.72	1175.49	126.67	50
20230921	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1121.53	1127.63	1111.65	1113.75	-10.09	-0.90	1139.32	122.83	50
20230922	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1112.82	1164.86	1112.37	1164.08	50.33	4.52	2086.80	264.51	50
20230925	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1163.18	1169.81	1153.09	1157.80	-6.28	-0.54	1684.26	215.66	50
20230926	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1158.35	1183.47	1157.58	1174.21	16.41	1.42	1809.94	278.42	50
20230927	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1167.91	1185.65	1167.07	1177.55	3.33	0.28	1637.48	210.38	50
20230928	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1179.97	1182.81	1168.34	1170.06	-7.49	-0.64	1479.44	178.66	50
20231009	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1161.90	1161.90	1144.96	1154.62	-15.44	-1.32	1473.62	174.00	50
20231010	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1159.04	1166.82	1153.23	1155.42	0.80	0.07	1460.07	165.03	50
20231011	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1157.16	1182.80	1151.41	1166.33	10.91	0.94	1908.17	213.41	50
20231012	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1171.65	1172.75	1146.41	1152.35	-13.98	-1.20	1694.14	183.67	50
20231013	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1146.83	1148.10	1128.83	1131.54	-20.81	-1.81	1465.39	165.90	50
20231016	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1132.40	1133.47	1113.52	1119.12	-12.42	-1.10	1438.96	159.28	50
20231017	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1119.95	1122.08	1107.48	1117.08	-2.04	-0.18	1140.63	132.18	50
20231018	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1113.16	1113.16	1089.45	1095.56	-21.52	-1.93	1367.56	140.46	50
20231019	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1090.08	1102.83	1087.38	1087.38	-8.19	-0.75	1186.58	123.49	50
20231020	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1081.82	1088.49	1062.20	1063.25	-24.13	-2.22	1226.23	123.15	50
20231023	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1058.49	1058.49	1030.16	1034.67	-28.58	-2.69	1257.12	117.69	50
20231024	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1041.26	1065.73	1038.78	1059.00	24.33	2.35	1479.68	151.57	50
20231025	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1066.37	1070.92	1050.30	1057.55	-1.45	-0.14	1830.16	175.25	50
20231026	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1046.44	1056.54	1039.77	1056.36	-1.19	-0.11	1439.53	142.67	50
20231027	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1054.86	1076.12	1048.54	1072.99	16.63	1.57	1640.30	170.86	50
20231030	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1069.29	1089.55	1066.64	1086.89	13.90	1.30	2039.44	187.08	50
20231031	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1100.97	1106.16	1082.19	1090.40	3.51	0.32	2118.30	208.13	50
20231101	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1085.96	1120.96	1083.69	1095.28	4.88	0.45	2358.23	232.62	50
20231102	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1096.27	1132.18	1096.27	1115.48	20.20	1.84	3073.91	305.89	50
20231103	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1112.21	1126.76	1097.22	1116.21	0.73	0.07	2625.48	262.93	50
20231106	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1125.79	1170.30	1125.79	1170.22	54.01	4.84	3315.13	350.65	50
20231107	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1175.30	1181.61	1162.14	1175.95	5.73	0.49	3216.49	359.11	50
20231108	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1172.70	1225.16	1172.55	1210.88	34.92	2.97	4219.46	451.51	50
20231109	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1206.61	1212.89	1189.01	1193.29	-17.59	-1.45	3157.09	355.03	50
20231110	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1185.13	1192.03	1167.73	1169.62	-23.67	-1.98	2378.15	266.63	50
20231113	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1179.73	1197.99	1179.53	1183.73	14.11	1.21	2411.84	304.00	50
20231114	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1181.42	1190.03	1178.13	1188.06	4.32	0.37	2263.71	260.72	50
20231115	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1196.89	1199.54	1174.20	1177.20	-10.85	-0.91	2594.33	277.63	50
20231116	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1170.87	1193.82	1166.25	1184.94	7.74	0.66	3074.54	301.72	50
20231117	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1185.36	1197.67	1180.23	1192.90	7.96	0.67	3272.48	322.70	50
20231120	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1188.70	1211.22	1187.70	1205.50	12.60	1.06	3698.56	358.41	50
20231121	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1212.12	1236.28	1212.12	1217.77	12.27	1.02	4302.34	434.74	50
20231122	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1212.32	1235.99	1210.94	1222.22	4.45	0.37	5172.84	502.22	50
20231123	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1214.14	1214.14	1189.31	1200.98	-21.24	-1.74	3591.28	341.69	50
20231124	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1200.99	1209.62	1178.04	1181.45	-19.53	-1.63	2705.24	279.05	50
20231127	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1173.10	1174.77	1154.23	1157.97	-23.48	-1.99	2318.92	246.33	50
20231128	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1158.29	1163.56	1144.72	1162.12	4.15	0.36	1957.56	210.07	50
20231129	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1159.31	1162.37	1146.92	1150.59	-11.53	-0.99	1771.65	185.68	50
20231130	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1149.63	1155.17	1136.26	1145.24	-5.35	-0.46	1819.66	188.23	50
20231201	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1145.99	1202.33	1145.99	1199.95	54.71	4.78	3809.29	406.49	50
20231204	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1202.36	1222.04	1197.63	1205.66	5.71	0.48	3819.35	421.36	50
20231205	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1202.62	1202.62	1170.35	1171.06	-34.60	-2.87	2793.47	307.99	50
20231206	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1165.61	1213.55	1151.17	1197.62	26.56	2.27	3467.90	357.17	50
20231207	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1200.98	1226.11	1200.98	1219.56	21.94	1.83	3815.08	433.12	50
20231208	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1213.96	1226.81	1198.64	1213.48	-6.08	-0.50	3583.13	409.92	50
20231211	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1207.44	1250.22	1205.61	1246.52	33.04	2.72	3429.67	408.30	50
20231212	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1252.89	1270.23	1241.33	1247.82	1.31	0.10	3282.81	402.24	50
20231213	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1244.94	1259.69	1234.97	1235.58	-12.25	-0.98	2554.23	303.09	50
20231214	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1238.94	1256.09	1227.17	1229.25	-6.32	-0.51	2945.95	330.01	50
20231215	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1229.28	1247.74	1207.60	1231.49	2.24	0.18	3007.89	341.99	50
20231218	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1229.43	1230.44	1198.78	1202.36	-29.13	-2.37	2270.28	256.39	50
20231219	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1199.57	1223.17	1195.81	1215.82	13.46	1.12	2017.46	235.36	50
20231220	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1216.74	1220.77	1177.51	1177.81	-38.01	-3.13	2046.95	245.14	50
20231221	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1169.35	1197.63	1165.31	1191.36	13.54	1.15	2207.67	271.47	50
20231222	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1186.52	1187.27	1090.69	1093.95	-97.41	-8.18	3652.34	388.25	50
20231225	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1077.78	1084.23	1053.67	1075.44	-18.52	-1.69	2709.51	297.59	50
20231226	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1080.11	1086.70	1053.34	1061.85	-13.58	-1.26	1939.21	212.89	50
20231227	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1069.60	1074.56	1047.10	1052.18	-9.68	-0.91	1813.55	192.64	50
20231228	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1048.31	1070.29	1035.95	1066.32	14.14	1.34	1932.97	204.03	50
20231229	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1065.88	1105.05	1065.21	1098.03	31.71	2.97	2332.22	259.89	50
20240102	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1107.78	1121.62	1092.73	1092.90	-5.13	-0.47	2175.83	243.63	50
20240103	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1089.98	1114.71	1081.66	1101.38	8.48	0.78	1948.43	219.13	50
20240104	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1098.89	1098.89	1075.64	1090.95	-10.43	-0.95	1494.33	165.95	50
20240105	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1088.19	1089.26	1061.16	1067.32	-23.64	-2.17	1566.65	162.34	50
20240108	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1063.77	1071.97	1054.29	1054.54	-12.78	-1.20	1348.20	142.33	50
20240109	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1059.85	1068.73	1043.12	1051.68	-2.86	-0.27	1554.01	156.67	50
20240110	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1048.85	1048.85	1024.07	1024.85	-26.83	-2.55	1500.92	143.41	50
20240111	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1023.58	1061.04	1022.26	1057.75	32.91	3.21	1654.26	167.47	50
20240112	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1052.52	1057.58	1036.01	1036.15	-21.60	-2.04	1363.96	137.65	50
20240115	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1030.52	1047.75	1028.07	1035.87	-0.28	-0.03	1129.95	117.46	50
20240116	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1033.92	1034.39	1014.99	1029.16	-6.71	-0.65	1415.03	129.56	50
20240117	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1026.40	1029.18	1002.74	1002.74	-26.42	-2.57	1145.51	111.53	50
20240118	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	996.32	1016.82	982.41	1016.37	13.63	1.36	1776.46	179.27	50
20240119	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1020.18	1046.14	1020.18	1027.81	11.43	1.12	2064.79	229.06	50
20240122	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1024.43	1029.26	955.73	962.13	-65.67	-6.39	2004.77	200.78	50
20240123	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	958.99	1009.14	953.99	1002.64	40.50	4.21	2003.47	226.53	50
20240124	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1006.21	1015.74	981.22	1014.67	12.03	1.20	1860.34	198.18	50
20240125	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1011.36	1049.85	999.20	1048.27	33.60	3.31	2315.24	260.93	50
20240126	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1047.36	1069.69	1033.13	1042.14	-6.12	-0.58	2465.21	275.09	50
20240129	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1037.12	1042.86	1009.72	1013.40	-28.75	-2.76	1902.06	204.55	50
20240130	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1006.37	1013.37	978.49	979.62	-33.77	-3.33	1527.41	154.20	50
20240131	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	974.86	994.34	949.12	949.12	-30.51	-3.11	2116.28	220.90	50
20240201	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	940.06	974.25	923.01	949.26	0.14	0.01	1984.81	199.32	50
20240202	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	951.40	980.97	907.04	937.18	-12.07	-1.27	2281.65	224.95	50
20240205	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	924.59	924.59	859.82	880.00	-57.19	-6.10	2619.76	222.16	50
20240206	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	863.40	952.09	858.12	944.98	64.99	7.38	2721.88	239.73	50
20240207	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	943.46	981.12	937.94	971.60	26.62	2.82	2772.89	246.71	50
20240208	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	977.28	1011.15	977.28	997.10	25.50	2.62	2614.02	242.07	50
20240219	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1038.86	1051.23	1022.92	1050.72	53.63	5.38	2931.12	309.64	50
20240220	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1043.83	1066.59	1033.26	1056.91	6.18	0.59	2568.39	314.43	50
20240221	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1040.18	1080.05	1036.69	1052.32	-4.59	-0.43	2997.18	343.88	50
20240222	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1054.23	1075.14	1052.30	1069.28	16.96	1.61	2332.82	272.69	50
20240223	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1073.48	1093.84	1058.85	1093.84	24.55	2.30	3259.78	360.25	50
20240226	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1084.39	1097.06	1070.93	1082.22	-11.61	-1.06	2685.88	293.94	50
20240227	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1077.52	1125.50	1073.57	1125.45	43.23	3.99	3300.38	366.30	50
20240228	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1128.28	1151.00	1074.80	1074.83	-50.63	-4.50	3999.20	446.80	50
20240229	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1066.94	1114.08	1066.94	1114.08	39.25	3.65	2654.20	306.23	50
20240301	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1112.67	1140.40	1107.98	1135.22	21.14	1.90	2796.12	367.19	50
20240304	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1139.10	1146.55	1114.47	1145.49	10.27	0.90	2882.61	355.13	50
20240305	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1133.28	1155.45	1125.55	1135.16	-10.33	-0.90	2966.97	376.61	50
20240306	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1124.22	1140.41	1115.05	1122.65	-12.50	-1.10	2196.04	275.58	50
20240307	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1121.83	1134.34	1089.97	1089.97	-32.68	-2.91	2319.44	284.72	50
20240308	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1090.25	1111.81	1086.79	1108.74	18.77	1.72	1713.86	198.56	50
20240311	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1101.07	1127.09	1097.38	1127.08	18.34	1.65	2185.70	240.01	50
20240312	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1130.21	1144.04	1126.79	1134.22	7.13	0.63	2571.92	289.17	50
20240313	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1137.64	1175.46	1132.87	1161.63	27.41	2.42	3844.27	428.41	50
20240314	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1149.82	1149.82	1121.09	1133.76	-27.87	-2.40	2816.71	299.31	50
20240315	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1130.85	1139.01	1118.36	1138.47	4.72	0.42	2249.11	233.16	50
20240318	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1145.66	1170.52	1136.96	1170.52	32.05	2.82	2972.90	331.28	50
20240319	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1167.62	1187.98	1159.64	1159.75	-10.77	-0.92	3120.58	362.92	50
20240320	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1157.29	1200.81	1157.29	1199.15	39.40	3.40	3633.09	444.62	50
20240321	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1218.96	1235.48	1211.53	1213.31	14.15	1.18	4143.56	471.75	50
20240322	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1207.30	1246.42	1190.43	1233.99	20.68	1.70	4562.67	551.44	50
20240325	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1238.69	1241.31	1177.34	1177.90	-56.08	-4.54	3956.10	482.95	50
20240326	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1172.45	1182.11	1139.80	1149.30	-28.60	-2.43	3032.81	360.21	50
20240327	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1146.37	1152.86	1103.87	1103.87	-45.43	-3.95	2815.52	310.55	50
20240328	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1100.67	1146.22	1100.67	1133.62	29.76	2.70	2613.51	308.25	50
20240329	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1126.64	1127.09	1104.92	1122.26	-11.36	-1.00	2138.42	250.27	50
20240401	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1129.04	1161.17	1129.04	1161.09	38.83	3.46	2403.14	294.11	50
20240402	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1158.89	1158.89	1130.26	1137.97	-23.12	-1.99	2407.30	270.75	50
20240403	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1133.31	1133.49	1106.80	1116.24	-21.73	-1.91	1916.72	209.97	50
20240408	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1112.34	1116.68	1099.20	1101.22	-15.02	-1.35	1733.17	183.55	50
20240409	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1103.26	1110.86	1090.63	1106.90	5.68	0.52	1509.19	160.22	50
20240410	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1101.10	1101.10	1071.22	1077.54	-29.36	-2.65	1702.11	174.96	50
20240411	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1072.71	1110.85	1072.71	1096.23	18.69	1.73	1926.58	219.28	50
20240412	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1091.95	1097.37	1077.00	1077.83	-18.40	-1.68	1501.22	164.94	50
20240415	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1075.83	1089.71	1059.30	1073.01	-4.82	-0.45	1863.88	191.64	50
20240416	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1066.44	1076.40	1034.50	1036.95	-36.06	-3.36	2048.50	198.58	50
20240417	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1047.46	1077.23	1047.46	1075.12	38.17	3.68	2000.69	199.13	50
20240418	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1068.51	1078.40	1052.95	1064.02	-11.10	-1.03	1780.54	191.73	50
20240419	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1057.72	1065.14	1043.89	1046.87	-17.16	-1.61	1510.76	157.80	50
20240422	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1035.99	1047.76	1023.74	1035.60	-11.27	-1.08	1450.04	156.31	50
20240423	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1039.31	1049.19	1037.38	1039.27	3.67	0.35	1565.00	170.58	50
20240424	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1039.43	1057.27	1028.89	1057.27	18.00	1.73	1932.77	206.15	50
20240425	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1047.12	1061.19	1041.54	1046.59	-10.68	-1.01	1646.72	175.92	50
20240426	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1046.00	1076.35	1046.00	1071.68	25.08	2.40	2334.37	245.08	50
20240429	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1076.19	1106.41	1076.19	1102.28	30.60	2.86	2648.33	273.78	50
20240430	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1099.10	1099.68	1073.33	1083.38	-18.90	-1.71	2562.28	247.99	50
20240506	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1097.77	1106.94	1089.00	1093.10	9.73	0.90	2327.54	236.04	50
20240507	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1094.19	1112.20	1089.93	1093.59	0.49	0.04	1993.85	220.41	50
20240508	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1086.13	1086.13	1059.81	1060.26	-33.33	-3.05	1995.20	201.39	50
20240509	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1061.09	1076.31	1061.09	1072.40	12.14	1.15	1431.47	146.52	50
20240510	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1074.80	1084.19	1059.23	1064.82	-7.58	-0.71	1498.07	157.46	50
20240513	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1057.69	1059.93	1044.46	1050.55	-14.26	-1.34	1641.01	170.16	50
20240514	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1060.30	1071.64	1054.13	1068.87	18.32	1.74	1927.57	195.21	50
20240515	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1067.22	1071.12	1056.75	1057.60	-11.27	-1.05	1569.52	163.38	50
20240516	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1057.31	1069.05	1052.65	1055.67	-1.92	-0.18	1534.63	154.00	50
20240517	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1053.59	1060.91	1042.92	1056.57	0.90	0.09	1387.66	140.78	50
20240520	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1050.11	1065.21	1040.52	1059.22	2.65	0.25	1687.15	173.63	50
20240521	399971	中证传媒指数	中证传媒	CSI Media Index	CSI Media	1057.60	1069.88	1052.96	1056.37	-2.86	-0.27	1526.56	152.19	50
